time_step,value
424,0.7756988178644947
425,0.8119988090460359
426,0.5409302500922284
427,0.6667214604804158
428,0.6631575022026173
429,0.33924684652270853
430,0.35331315182761863
431,0.22305514136446825
432,0.35430980821048436
433,0.40632392207127865
434,0.4372883565373279
435,0.24622760207156028
436,0.35284823035256696
437,0.0026702139934630387
438,-0.07931582773567114
439,0.03558219405813298
440,0.029555235603526853
441,-0.06208693367446223
442,-0.31538080542806746
443,-0.16709620102267042
444,-0.33778337065724756
445,-0.18900315618632918
446,-0.2673047842013622
447,-0.44518703196517706
448,-0.44894237485510546
449,-0.5488399829345197
450,-0.4934424221878267
451,-0.43469847955970403
452,-0.6704982597431182
453,-0.5618044307728648
454,-0.7039880675034936
455,-0.7673757454845314
456,-0.7341977920397007
457,-0.860616921970805
458,-0.8441632165101369
459,-0.9383200865641221
460,-0.6497478908835317
461,-0.8682670455405624
462,-0.9651599186189403
463,-0.8949458416132258
464,-0.9464427201636232
465,-0.9738354199156758
466,-0.904471484231728
467,-0.9018728601442932
468,-1.0399656728817022
469,-1.0513225342371282
470,-1.0255871976945607
471,-1.2301207769808147
472,-1.150795098356483
473,-0.8594382274540815
474,-0.8259887495470275
475,-1.0072732935840611
476,-0.9141427494382867
477,-0.9276731963934369
478,-0.6355134009090305
479,-0.8136892481274679
480,-0.9183701211547005
481,-0.9788005545134408
482,-1.0193516346356868
483,-0.8116748108791756
484,-0.878890801222383
485,-0.9147079288925378
486,-0.8044358735021461
487,-0.8133803513910005
488,-0.5001956568707651
489,-0.5427581878420924
490,-0.592154793996786
491,-0.4023203964525912
492,-0.5001597596258602
493,-0.5503373136039312
494,-0.26704850834626237
495,-0.31957375041564884
496,-0.4303597415373679
497,-0.298022947526714
498,-0.318207531265868
499,-0.320005811086008
