Index,Value
102,-0.714327681515566
103,-0.7807488143766482
104,-0.8393376915578392
105,-0.8895065656842722
106,-0.930752156517673
107,-0.9626606997242043
108,-0.9849120976435635
109,-0.9972831304199776
110,-0.9996496952819218
111,-0.9919880515067199
112,-0.974375058580894
113,-0.946987405167101
114,-0.9100998366124471
115,-0.8640823987793279
116,-0.8093967258479118
117,-0.7465914093300124
118,-0.6762964947511124
119,-0.5992171612083065
120,-0.5161266472090702
121,-0.4278584937569002
122,-0.33529818249903254
123,-0.23937425282000596
124,-0.14104898699195498
125,-0.04130875682560872
126,0.05884587133829959
127,0.15841017403319754
128,0.25638534977397254
129,0.3517885387566103
130,0.44366268263529146
131,0.5310861254664127
132,0.6131818595055368
133,0.6891263231059709
134,0.7581576624609077
135,0.8195833743096362
136,0.8727872529382843
137,0.9172355717847236
138,0.9524824376354963
139,0.9781742637029258
140,0.9940533167097546
141,0.9999603023979404
142,0.9958359635244936
143,0.981721674313713
144,0.9577590254024381
145,0.9241884034420276
146,0.8813465796061095
147,0.8296633311955242
148,0.7696571302315727
149,0.7019299422884238
150,0.6271611877413439
151,0.546100926009823
152,0.4595623311694001
153,0.36841353441475694
154,0.27356891520821225
155,0.17597992847842858
156,0.07662555988832007
157,-0.02349749507775086
158,-0.12338482968678034
159,-0.22203440188703866
160,-0.31845658651617637
161,-0.4116841029465104
162,-0.5007817185761682
163,-0.5848556308232783
164,-0.6630624335057181
165,-0.7346175776581455
166,-0.7988032419097228
167,-0.854975533469137
168,-0.9025709474785973
169,-0.9411120199383514
170,-0.9702121174931843
171,-0.9895793160310629
172,-0.9990193291849002
173,-0.9984374573595374
174,-0.9878395377318299
175,-0.967331885693707
176,-0.9371202283256335
177,-0.8975076405995607
178,-0.8488915050148281
179,-0.7917595251670844
180,-0.7266848332409998
181,-0.65432024050708
182,-0.5753916884999424
183,-0.49069096657409145
184,-0.4010677688925939
185,-0.3074211705307625
186,-0.21069060820424568
187,-0.11184645610030185
188,-0.011880291352932565
189,0.08820505318403661
190,0.1874055490781678
191,0.28472604445333594
192,0.37919024707746973
193,0.4698505182556037
194,0.5557973792785869
195,0.6361686350613635
196,0.7101580234450735
197,0.7770233033955394
198,0.8360937009595534
199,0.8867766382832447
200,0.9285636781888492
201,0.961035624675526
202,0.9838667281774419
203,0.9968279533931185
204,0.9997892769040817
205,0.9927209915337581
206,0.975694004361632
207,0.948879125403082
208,0.9125453540906558
209,0.867057180746326
210,0.8128709301156246
211,0.7505301836442883
212,0.6806603264198696
213,0.6039622734819099
214,0.5212054384365533
215,0.433220014912524
216,0.3408886482887919
217,0.24513758124079538
218,0.14692736193066755
219,0.0472432080543608
220,-0.05291487658918344
221,-0.15254213385895252
222,-0.2506391307269899
223,-0.3462217853134967
224,-0.4383312389234689
225,-0.5260434750513074
226,-0.6084785888582722
227,-0.6848096141339208
228,-0.7542708191918762
229,-0.8161653884778513
230,-0.8698724128301355
231,-0.9148531182681727
232,-0.9506562708237994
233,-0.9769227031953182
234,-0.9933889178143119
235,-0.9998897301802088
236,-0.9963599259453981
237,-0.9828349151274919
238,-0.9594503768858402
239,-0.926440898425819
240,-0.8841376216850134
241,-0.832964921409088
242,-0.7734361479419845
243,-0.7061484774375714
244,-0.631776921153998
245,-0.5510675539278829
246,-0.4648300297583608
247,-0.37392945958259133
248,-0.2792777327226676
249,-0.18182436906470653
250,-0.08254699373855053
251,0.01755847014651406
252,0.11748779232632638
253,0.21623850954149626
254,0.3128199819709154
255,0.406263331055845
256,0.49563115902105115
257,0.580026952589416
258,0.6586040765546283
259,0.7305742669908913
260,0.7952155388981004
261,0.8518794289552367
262,0.8999975007246531
263,0.9390870470488316
264,0.9687559324347879
265,0.9887065268486369
266,0.998738691457583
267,0.9987517863672156
268,0.9887456802130314
269,0.9688207514782461
270,0.9391768815246776
271,0.9001114494383274
272,0.8520163488048309
273,0.7953740563416378
274,0.7307527918253199
275,0.6588008178682967
276,0.5802399367280028
277,0.495858249386718
278,0.4065022495409936
279,0.31306833181153154
280,0.21649379936082236
281,0.11774746112766202
282,0.017819913004425224
283,-0.08228639954634166
284,-0.18156723774689523
285,-0.2790266437493635
286,-0.3736869318087685
287,-0.46459849615541365
288,-0.5508493371767407
289,-0.6315742103446146
290,-0.7059633061085919
291,-0.7732703736808564
292,-0.8328202072172433
293,-0.8840154192951077
294,-0.9263424337383562
295,-0.9593766376712687
296,-0.9827866411171707
297,-0.9963376014108186
298,-0.9998935790749126
299,-0.9934189015272549
300,-0.9769785209382026
301,-0.9507373626485021
302,-0.9149586706839885
303,-0.8700013669644856
304,-0.8163164506986078
305,-0.7544424740847153
306,-0.6850001397045409
307,-0.608686073806963
308,-0.5262658379465791
309,-0.4385662490823959
310,-0.3464670851793101
311,-0.2508922595194337
312,-0.15280055226014905
313,-0.05317599221736623
314,0.04698201463879163
315,0.14666871094765338
316,0.24488406740529897
317,0.3406428147813361
318,0.43298432786670993
319,0.5209822621994914
320,0.603753846895748
321,0.6804687403623353
322,0.7503573600536083
323,0.8127186027101555
324,0.8669268776323714
325,0.9124383824329345
326,0.9487965583116125
327,0.9756366701265852
328,0.9926894653162889
329,0.9997838749664646
330,0.9968487299260939
331,0.9839134747565903
332,0.9611078723521227
333,0.928660702194233
334,0.8868974652994871
335,0.8362371188835191
336,0.7771878734983728
337,0.7103420948051221
338,0.6363703611257657
339,0.5560147363873923
340,0.47008132594254326
341,0.3794321899438054
342,0.284976695395303
343,0.18766239363499765
344,0.08846551476232967
345,-0.01161882563151838
346,-0.11158660918741176
347,-0.21043498681208292
348,-0.3071723389822707
349,-0.4008282233968906
350,-0.49046311018519
351,-0.5751778070099647
352,-0.6541224795158511
353,-0.7265051766319661
354,-0.7915997752055437
355,-0.8487532642681135
356,-0.89739229586052
357,-0.9370289367007126
358,-0.9672655629951848
359,-0.9877988492906318
360,-0.9984228113508267
361,-0.9990308725333761
362,-0.989616932937054
363,-0.970275430594317
364,-0.9412003940951447
365,-0.9026834961460085
366,-0.8551111275901336
367,-0.7989605212416678
368,-0.7347949644183859
369,-0.6632581481994431
370,-0.5850677100949301
371,-0.5010080349052852
372,-0.4119223859904147
373,-0.3187044458854208
374,-0.22228935112514855
375,-0.12364431121366316
376,-0.023758905846659722
377,0.07636484227775679
378,0.17572251947300832
379,0.273317397063721
380,0.36817043029149377
381,0.459330079820547
382,0.5458818573165293
383,0.6269574993400155
384,0.7017436775246397
385,0.7694901576618087
386,0.8295173258423117
387,0.8812230061546832
388,0.9240885015469962
389,0.9576837972519199
390,0.9816718745756604
391,0.9958120917760734
392,0.9999625981139155
393,0.9940817568601391
394,0.9782285629840144
395,0.9525620513319532
396,0.9173397012340143
397,0.8729148535426382
398,0.8197331660151665
399,0.7583281425987426
400,0.689315781466625
401,0.6133883954952557
402,0.5313076671733983
403,0.44389700761455125
404,0.35203329632491603
405,0.2566380845912384
406,0.15866835073379548
407,0.059106899965138314
408,-0.04104749483935751
409,-0.14079011255411472
410,-0.23912036288716762
411,-0.335051824024632
412,-0.42762213814086125
413,-0.5159026655054126
414,-0.5990078003393946
415,-0.6761038549671422
416,-0.7464174231399006
417,-0.8092431386328889
418,-0.8639507512837601
419,-0.9099914494875164
420,-0.9469033657223989
421,-0.9743162098768322
422,-0.9919549838971865
423,-0.999642740492009
424,-0.9973023582182097
425,-0.9849573151419982
426,-0.9627314533134319
427,-0.9308477364173015
428,-0.8896260130632413
429,-0.8394798081531548
430,-0.7809121745140203
431,-0.71451064641138
432,-0.6409413455684551
433,-0.5609422988176748
434,-0.47531603442005355
435,-0.3849215313241741
436,-0.2906656021274644
437,-0.1934937961835968
438,-0.09438091411348147
439,0.005678771124338058
440,0.10568148850441786
441,0.20462403848704988
442,0.3015138568379828
443,0.395378971757671
444,0.48527775443293425
445,0.5703083651961831
446,0.6496178005309955
447,0.722410450166902
448,0.7879560784210979
449,0.8455971497203839
450,0.894755424815765
451,0.9349377615183043
452,0.9657410617648732
453,0.9868563153861629
454,0.9980717000110569
455,0.999274706009937
456,0.990453265160099
457,0.9716958717108204
458,0.9431906946335752
459,0.905223689963082
460,0.8581757321656266
461,0.8025187933119967
462,0.7388112083845048
463,0.6676920742151988
464,0.5898748382436305
465,0.506140141409893
466,0.41732798698111107
467,0.32432931387151603
468,0.22807705899023653
469,0.12953679827681153
470,0.029697060311066198
471,-0.07044059033160473
472,-0.16987160049841388
473,-0.26759850585794487
474,-0.36264093718581836
475,-0.45404545515701616
476,-0.5408951149848537
477,-0.6223186649569264
478,-0.6974992865907693
479,-0.7656827887304475
480,-0.826185173383165
481,-0.8783994973975384
482,-0.9218019611490198
483,-0.9559571631525485
484,-0.9805224678895507
485,-0.9952514430324814
486,-0.9999963315856234
487,-0.9947095341423097
488,-0.9794440863889747
489,-0.9543531270658515
490,-0.9196883617215798
491,-0.8757975376729153
492,-0.8231209555000492
493,-0.7621870520732238
494,-0.6936070994205583
495,-0.6180690726164936
496,-0.5363307482065583
497,-0.449212102403122
498,-0.3575870853113389
499,-0.26237485370392877
